,QLD,Macro_State,Holdings,Strategy_Equity,QLD_Equity
12/9/2022,19.54525375,Blackout period,CASH,815833.7947,209000.7012
12/12/2022,20.01967812,Blackout period,CASH,815914.5623,214073.8011
12/13/2022,20.45456505,Blackout period,CASH,815995.3378,218724.1205
12/14/2022,20.13828659,Blackout period,CASH,816076.1214,215342.1015
12/15/2022,18.78420258,Blackout period,CASH,816156.9129,200862.6524
12/16/2022,18.41355515,Blackout period,CASH,816237.7124,196899.2568
12/19/2022,17.91442299,Blackout period,CASH,816318.52,191561.9523
12/20/2022,17.8650074,Blackout period,CASH,816399.3355,191033.543
12/21/2022,18.38884735,Blackout period,CASH,816480.159,196635.0521
12/22/2022,17.47636795,Blackout period,CASH,816560.9906,186877.7557
12/23/2022,17.5606308,Blackout period,CASH,816641.8301,187778.7926
12/27/2022,17.0302906,Blackout period,CASH,816722.6777,182107.7752
12/28/2022,16.57925606,Blackout period,CASH,816803.5332,177284.7867
12/29/2022,17.38219643,Blackout period,CASH,816884.3968,185870.7637
12/30/2022,17.36733055,Blackout period,CASH,816965.2683,185711.8004
1/3/2023,17.12446213,Blackout period,CASH,817046.1479,183114.7673
1/4/2023,17.28803062,Blackout period,CASH,817127.0354,184863.8328
1/5/2023,16.72299385,Blackout period,CASH,817207.931,178821.7991
1/6/2023,17.64488602,Blackout period,CASH,817288.8346,188679.7479
1/9/2023,17.87783813,Blackout period,CASH,817369.7462,191170.7442
1/10/2023,18.18018532,Blackout period,CASH,817450.6658,194403.7938
1/11/2023,18.79477882,Blackout period,CASH,817531.5934,200975.7459
1/12/2023,18.9732132,Blackout period,CASH,817612.529,202883.7749
1/13/2023,19.23590088,Blackout period,CASH,817693.4727,205692.7386
1/17/2023,19.30033493,Blackout period,CASH,817774.4243,206381.7428
1/18/2023,18.80469513,Blackout period,CASH,817855.384,201081.7827
1/19/2023,18.42800903,Blackout period,CASH,817936.3517,197053.8146
1/20/2023,19.45894241,Invest,QLD,863694.8428,208077.7594
1/23/2023,20.31144524,Invest,QLD,901533.6052,217193.7162
1/24/2023,20.21727371,Invest,QLD,897353.755,216186.7242
1/25/2023,20.10823441,Invest,QLD,892513.9914,215020.7485
1/26/2023,20.88639069,Invest,QLD,927052.8451,223341.7051
1/27/2023,21.29777908,Invest,QLD,945312.5235,227740.7507
1/30/2023,20.42048836,Invest,QLD,906373.5383,218359.7327
1/31/2023,21.04995537,Invest,QLD,934312.7448,225090.7299
2/1/2023,21.96193886,Invest,QLD,974791.5859,234842.7234
2/2/2023,23.50834846,Invest,QLD,1043429.746,251378.7426
2/3/2023,22.66079712,Invest,QLD,1005810.758,242315.7329
2/6/2023,22.28410721,Invest,QLD,989091.1884,238287.724
2/7/2023,23.21095848,Invest,QLD,1030229.943,248198.7013
2/8/2023,22.36340714,Invest,QLD,992610.9553,239135.6916
2/9/2023,21.95202637,Invest,QLD,974351.6151,234736.7275
2/10/2023,21.67446709,Invest,QLD,962032.0083,231768.7392
2/13/2023,22.37332153,Invest,QLD,993051.0104,239241.7078
2/14/2023,22.67566681,Invest,QLD,1006470.756,242474.737
2/15/2023,23.04244232,Invest,QLD,1022750.27,246396.7295
2/16/2023,22.14036751,Invest,QLD,982711.2303,236750.6911
2/17/2023,21.82315636,Invest,QLD,968631.6556,233358.6987
2/21/2023,20.78726387,Invest,QLD,922653.0519,222281.7253
2/22/2023,20.81700325,Invest,QLD,923973.0491,222599.7335
2/23/2023,21.17881966,Invest,QLD,940032.4505,226468.6975
2/24/2023,20.45022583,Invest,QLD,907693.4507,218677.7205
2/27/2023,20.75257111,Invest,QLD,921113.1965,221910.7497
2/28/2023,20.68317604,Invest,QLD,918033.0617,221168.6965
3/1/2023,20.35110283,Invest,QLD,903293.827,217617.7815
3/2/2023,20.69804764,Invest,QLD,918693.1451,221327.721
3/3/2023,21.54064369,Invest,QLD,956092.1901,230337.743
3/6/2023,21.57038307,Invest,QLD,957412.1873,230655.7512
3/7/2023,21.04004478,Invest,QLD,933872.8584,224984.7542
3/8/2023,21.25812531,Invest,QLD,943552.4712,227316.7262
3/9/2023,20.47996712,Invest,QLD,909013.5327,218995.7492
3/10/2023,19.90997505,Invest,QLD,883714.151,212900.7277
3/13/2023,20.21231842,Invest,QLD,897133.8119,216133.7364
3/14/2023,21.14412689,Invest,QLD,938492.5946,226097.7218
3/15/2023,21.35229683,Invest,QLD,947732.321,228323.7182
3/16/2023,22.46749496,Invest,QLD,997230.945,240248.7202
3/17/2023,22.24445534,Invest,QLD,987331.2205,237863.7199
3/20/2023,22.4080162,Invest,QLD,994590.9506,239612.7038
3/21/2023,23.03252602,Invest,QLD,1022310.13,246290.6928
3/22/2023,22.40306664,Invest,QLD,994371.2619,239559.7773
3/23/2023,22.9482708,Invest,QLD,1018570.42,245389.7375
3/24/2023,23.10191536,Invest,QLD,1025390.01,247032.6848
3/27/2023,22.76983643,Invest,QLD,1010650.522,243481.7087
3/28/2023,22.54184151,Invest,QLD,1000530.854,241043.7205
3/29/2023,23.36956406,Invest,QLD,1037269.731,249894.6975
3/30/2023,23.78094864,Invest,QLD,1055529.24,254293.7024
3/31/2023,24.56902313,Invest,QLD,1090508.319,262720.7161
4/3/2023,24.44510651,Invest,QLD,1085008.218,261395.6547
4/4/2023,24.28155136,Invest,QLD,1077748.741,259646.7319
4/5/2023,23.77598953,Invest,QLD,1055309.128,254240.6738
4/6/2023,24.11798668,Invest,QLD,1070488.841,257897.7071
4/10/2023,24.06346321,Invest,QLD,1068068.79,257314.6784
4/11/2023,23.75616646,Invest,QLD,1054429.271,254028.7023
4/12/2023,23.32495499,Invest,QLD,1035289.735,249417.6852
4/13/2023,24.23694229,Invest,QLD,1075768.745,259169.7195
4/14/2023,24.13285446,Invest,QLD,1071148.755,258056.6908
4/17/2023,24.15763474,Invest,QLD,1072248.64,258321.6705
4/18/2023,24.17250633,Invest,QLD,1072908.723,258480.6949
4/19/2023,24.14276505,Invest,QLD,1071588.642,258162.6664
4/20/2023,23.77103615,Invest,QLD,1055089.269,254187.7064
4/21/2023,23.80077553,Invest,QLD,1056409.267,254505.7147
4/24/2023,23.69668961,Invest,QLD,1051789.361,253392.7063
4/25/2023,22.8094883,Invest,QLD,1012410.49,243905.7128
4/26/2023,23.06722069,Invest,QLD,1023850.07,246661.6888
4/27/2023,24.32119751,Invest,QLD,1079508.455,260070.6748
4/28/2023,24.65327835,Invest,QLD,1094248.029,263621.6714
5/1/2023,24.58884811,Invest,QLD,1091388.26,262932.7079
5/2/2023,24.14772415,Invest,QLD,1071808.754,258215.6949
5/3/2023,23.85033417,Invest,QLD,1058608.952,255035.6536
5/4/2023,23.66694832,Invest,QLD,1050469.279,253074.6777
5/5/2023,24.65823364,Invest,QLD,1094467.972,263674.6591
5/8/2023,24.77223396,Invest,QLD,1099527.932,264893.6838
5/9/2023,24.4599781,Invest,QLD,1085668.301,261554.6791
5/10/2023,24.99031258,Invest,QLD,1109207.461,267225.6354
5/11/2023,25.13900948,Invest,QLD,1115807.446,268815.6764
5/12/2023,24.95562172,Invest,QLD,1107667.689,266854.6801
5/15/2023,25.2232666,Invest,QLD,1119547.241,269716.6521
5/16/2023,25.26787567,Invest,QLD,1121527.236,270193.6644
5/17/2023,25.8874321,Invest,QLD,1149026.557,276818.686
5/18/2023,26.81923676,Invest,QLD,1190385.17,286782.6307
5/19/2023,26.70028496,Invest,QLD,1185105.436,285510.659
5/22/2023,26.85889053,Invest,QLD,1192145.223,287206.6551
5/23/2023,26.18481636,Invest,QLD,1162226.105,279998.6661
5/24/2023,25.90725327,Invest,QLD,1149906.329,277030.6371
5/25/2023,27.15132141,Invest,QLD,1205124.913,290333.6679
5/26/2023,28.54407883,Invest,QLD,1266943.144,305226.6584
5/30/2023,28.78694534,Invest,QLD,1277722.895,307823.671
5/31/2023,28.41025162,Invest,QLD,1261003.157,303795.6214
6/1/2023,29.11406517,Invest,QLD,1292242.271,311321.6186
6/2/2023,29.54032135,Invest,QLD,1311161.864,315879.648
6/5/2023,29.57501221,Invest,QLD,1312701.635,316250.6032
6/6/2023,29.56510162,Invest,QLD,1312261.749,316144.6276
6/7/2023,28.54903221,Invest,QLD,1267163.002,305279.6257
6/8/2023,29.23797607,Invest,QLD,1297742.118,312646.6188
6/9/2023,29.4511013,Invest,QLD,1307201.788,314925.6029
6/12/2023,30.45725822,Invest,QLD,1351860.563,325684.6089
6/13/2023,30.90333366,Invest,QLD,1371659.844,330454.569
6/14/2023,31.35437012,Invest,QLD,1391679.322,335277.578
6/15/2023,32.07801056,Invest,QLD,1423798.463,343015.5876
6/16/2023,31.66167068,Invest,QLD,1405319.01,338563.5949
6/20/2023,31.58732224,Invest,QLD,1402019.017,337768.5744
6/21/2023,30.72490311,Invest,QLD,1363740.115,328546.5809
6/22/2023,31.43367195,Invest,QLD,1395199.173,336125.5659
6/23/2023,30.79924965,Invest,QLD,1367040.023,329341.5811
6/26/2023,29.9715271,Invest,QLD,1330301.146,320490.604
6/27/2023,30.99255371,Invest,QLD,1375619.92,331408.614
6/28/2023,31.09663773,Invest,QLD,1380239.741,332521.602
6/29/2023,30.95785713,Invest,QLD,1374079.895,331037.5976
6/30/2023,31.90948868,Invest,QLD,1416318.535,341213.5546
7/3/2023,32.06314087,Invest,QLD,1423138.464,342856.5834
7/5/2023,32.0383606,Invest,QLD,1422038.579,342591.6038
7/6/2023,31.54271317,Invest,QLD,1400039.022,337291.5621
7/7/2023,31.31472015,Invest,QLD,1389919.438,334853.5942
7/10/2023,31.35437012,Invest,QLD,1391679.322,335277.578
7/11/2023,31.6418457,Invest,QLD,1404439.068,338351.603
7/12/2023,32.44478607,Invest,QLD,1440077.976,346937.5801
7/13/2023,33.51042557,Invest,QLD,1487376.916,358332.6433
7/14/2023,33.49555206,Invest,QLD,1486716.748,358173.5984
7/17/2023,34.10519028,Invest,QLD,1513775.843,364692.5629
7/18/2023,34.67517471,Invest,QLD,1539074.886,370787.5027
7/19/2023,34.58596802,Invest,QLD,1535115.403,369833.6005
7/20/2023,33.01972961,Invest,QLD,1465597.131,353085.5485
7/21/2023,32.81652451,Invest,QLD,1456577.772,350912.642
7/24/2023,32.92060471,Invest,QLD,1461197.423,352025.5892
7/25/2023,33.37659454,Invest,QLD,1481436.759,356901.5655
7/26/2023,33.14364243,Invest,QLD,1471097.064,354410.5692
7/27/2023,32.96025085,Invest,QLD,1462957.137,352449.5321
7/28/2023,34.15475845,Invest,QLD,1515975.951,365222.6037
7/31/2023,34.2142334,Invest,QLD,1518615.777,365858.5794
8/1/2023,34.02092361,Invest,QLD,1510035.625,363791.4851
8/2/2023,32.5141716,Invest,QLD,1443157.687,347679.5313
8/3/2023,32.39522552,Invest,QLD,1437878.207,346407.6207
8/4/2023,32.08296585,Invest,QLD,1424018.406,343068.5753
8/7/2023,32.62817001,Invest,QLD,1448217.564,348898.5355
8/8/2023,32.05818558,Invest,QLD,1422918.521,342803.5957
8/9/2023,31.34445953,Invest,QLD,1391239.435,335171.6024
8/10/2023,31.44854355,Invest,QLD,1395859.256,336284.5904
8/11/2023,31.03715897,Invest,QLD,1377599.747,331885.5856
8/14/2023,31.74097443,Blackout period,CASH,1377736.129,339411.6033
8/15/2023,31.05203056,Blackout period,CASH,1377872.525,332044.61
8/16/2023,30.37795639,Blackout period,CASH,1378008.934,324836.621
8/17/2023,29.69892502,Blackout period,CASH,1378145.357,317575.6238
8/18/2023,29.61962128,Blackout period,CASH,1378281.794,316727.6156
8/21/2023,30.58117104,Blackout period,CASH,1378418.244,327009.6296
8/22/2023,30.4869957,Blackout period,CASH,1378554.707,326002.5968
8/23/2023,31.43863106,Blackout period,CASH,1378691.184,336178.5945
8/24/2023,30.05578423,Blackout period,CASH,1378827.674,321391.5797
8/25/2023,30.54647827,Blackout period,CASH,1378964.178,326638.654
8/28/2023,31.00742149,Blackout period,CASH,1379100.696,331567.5977
8/29/2023,32.33575439,Blackout period,CASH,1379237.227,345771.6859
8/30/2023,32.69260788,Blackout period,CASH,1379373.771,349587.5805
8/31/2023,32.85121536,Blackout period,CASH,1379510.329,351283.5971
9/1/2023,32.80660629,Blackout period,CASH,1379646.901,350806.5848
9/5/2023,32.86608505,Blackout period,CASH,1379783.486,351442.6012
9/6/2023,32.28617477,Blackout period,CASH,1379920.084,345241.5226
9/7/2023,31.80045319,Blackout period,CASH,1380056.696,340047.6197
9/8/2023,31.87479973,Blackout period,CASH,1380193.322,340842.6198
9/11/2023,32.62817001,Blackout period,CASH,1380329.961,348898.5355
9/12/2023,31.90453529,Blackout period,CASH,1380466.614,341160.5872
9/13/2023,32.13748169,Blackout period,CASH,1380603.28,343651.5224
9/14/2023,32.64800644,Blackout period,CASH,1380739.96,349110.6498
9/15/2023,31.5030632,Blackout period,CASH,1380876.653,336867.5783
9/18/2023,31.58236694,Blackout period,CASH,1381013.36,337715.5866
9/19/2023,31.44358826,Blackout period,CASH,1381150.08,336231.6027
9/20/2023,30.61654472,Blackout period,CASH,1381286.814,327387.8864
9/21/2023,29.45848274,Blackout period,CASH,1381423.561,315004.5339
9/22/2023,29.48333168,Blackout period,CASH,1381560.322,315270.2478
9/25/2023,29.74675369,Blackout period,CASH,1381697.097,318087.0639
9/26/2023,28.84217453,Blackout period,CASH,1381833.885,308414.2461
9/27/2023,28.99625015,Blackout period,CASH,1381970.686,310061.8027
9/28/2023,29.45350838,Blackout period,CASH,1382107.502,314951.3422
9/29/2023,29.49824333,Blackout period,CASH,1382244.33,315429.7006
10/2/2023,29.97041702,Blackout period,CASH,1382381.172,320478.7337
10/3/2023,28.91176033,Blackout period,CASH,1382518.028,309158.3388
10/4/2023,29.69208527,Blackout period,CASH,1382654.897,317502.4852
10/5/2023,29.49824333,Blackout period,CASH,1382791.78,315429.7006
10/6/2023,30.47240829,Blackout period,CASH,1382928.677,325846.6112
10/9/2023,30.79050255,Blackout period,CASH,1383065.587,329248.0468
10/10/2023,31.10859489,Blackout period,CASH,1383202.51,332649.462
10/11/2023,31.56088829,Blackout period,CASH,1383339.447,337485.9117
10/12/2023,31.30740738,Blackout period,CASH,1383476.398,334775.3975
10/13/2023,30.53204918,Blackout period,CASH,1383613.362,326484.3613
10/16/2023,31.23284912,Blackout period,CASH,1383750.34,333978.1335
10/17/2023,31.01913071,Blackout period,CASH,1383887.331,331692.8064
10/18/2023,30.14437294,Blackout period,CASH,1384024.336,322338.8737
10/19/2023,29.60262299,Blackout period,CASH,1384161.354,316545.85
10/20/2023,28.72289085,Blackout period,CASH,1384298.386,307138.7255
10/23/2023,28.87696838,Blackout period,CASH,1384435.432,308786.3026
10/24/2023,29.45350838,Blackout period,CASH,1384572.491,314951.3422
10/25/2023,27.99226761,Blackout period,CASH,1384709.563,299326.0478
10/26/2023,26.91373062,Blackout period,CASH,1384846.65,287793.0695
10/27/2023,27.17218208,Blackout period,CASH,1384983.749,290556.7346
10/30/2023,27.75866699,Blackout period,CASH,1385120.863,296828.1169
10/31/2023,28.04197121,Blackout period,CASH,1385257.99,299857.5368
11/1/2023,29.01613426,Blackout period,CASH,1385395.13,310274.4269
11/2/2023,30.04497147,Blackout period,CASH,1385532.284,321275.957
11/3/2023,30.74080276,Blackout period,CASH,1385669.452,328716.5986
11/6/2023,30.97936821,Blackout period,CASH,1385806.633,331267.6193
11/7/2023,31.55591583,Blackout period,CASH,1385943.828,337432.7404
11/8/2023,31.60561562,Blackout period,CASH,1386081.037,337964.1886
11/9/2023,31.10362434,Blackout period,CASH,1386218.259,332596.311
11/10/2023,32.46546173,Blackout period,CASH,1386355.494,347158.6684
11/13/2023,32.27162552,Blackout period,CASH,1386492.744,345085.945
11/14/2023,33.64837646,Blackout period,CASH,1386630.006,359807.7755
11/15/2023,33.6931076,Blackout period,CASH,1386767.283,360286.0931
11/16/2023,33.75275421,Blackout period,CASH,1386904.573,360923.9044
11/17/2023,33.74777985,Blackout period,CASH,1387041.876,360870.7127
11/20/2023,34.57283401,Invest,QLD,1420951.801,369693.1563
11/21/2023,34.13048553,Invest,QLD,1402771.172,364963.0492
11/22/2023,34.42372894,Invest,QLD,1414823.547,368098.7506
11/24/2023,34.30443954,Invest,QLD,1409920.723,366823.1689
11/27/2023,34.24480057,Invest,QLD,1407469.547,366185.4393
11/28/2023,34.41378784,Invest,QLD,1414414.965,367992.4487
11/29/2023,34.33427048,Invest,QLD,1411146.782,367142.1561
11/30/2023,34.15036392,Invest,QLD,1403588.178,365175.6122
12/1/2023,34.34917831,Invest,QLD,1411759.498,367301.5681
12/4/2023,33.68814087,Invest,QLD,1384590.7,360232.983
12/5/2023,33.85215759,Invest,QLD,1391331.826,361986.8415
12/6/2023,33.4595108,Invest,QLD,1375193.949,357788.2031
12/7/2023,34.39888763,Invest,QLD,1413802.563,367833.1182
12/8/2023,34.66727066,Invest,QLD,1424833.17,370702.9833
12/11/2023,35.26369095,Invest,QLD,1449346.187,377080.6063
12/12/2023,35.82533646,Invest,QLD,1472429.953,383086.3766
12/13/2023,36.71996689,Invest,QLD,1509199.479,392652.811
12/14/2023,36.64044952,Invest,QLD,1505931.296,391802.5183
12/15/2023,36.90884018,Invest,QLD,1516962.217,394672.465
12/18/2023,37.44562149,Invest,QLD,1539024.058,400412.3583
12/19/2023,37.81342316,Invest,QLD,1554140.795,404345.3237
12/20/2023,36.67307663,Invest,QLD,1507272.278,392151.4055
12/21/2023,37.52385712,Invest,QLD,1542239.561,401248.9451
12/22/2023,37.62833786,Invest,QLD,1546533.745,402366.1753
12/26/2023,38.06616592,Invest,QLD,1564528.583,407047.9447
12/27/2023,38.2104454,Invest,QLD,1570458.505,408590.7496
12/28/2023,38.14079666,Invest,QLD,1567595.925,407845.9838
12/29/2023,37.81242752,Invest,QLD,1554099.874,404334.6771
1/2/2024,36.53874207,Invest,QLD,1501751.095,390714.9434
1/3/2024,35.75761795,Invest,QLD,1469646.706,382362.2512
1/4/2024,35.36457062,Invest,QLD,1453492.366,378159.3296
1/5/2024,35.45412445,Invest,QLD,1457173.05,379116.9439
1/8/2024,36.90691757,Invest,QLD,1516883.197,394651.9062
1/9/2024,37.05120468,Invest,QLD,1522813.432,396194.7927
1/10/2024,37.53380203,Invest,QLD,1542648.299,401355.2877
1/11/2024,37.6532135,Invest,QLD,1547556.139,402632.1747
1/12/2024,37.70297241,Invest,QLD,1549601.243,403164.2551
1/16/2024,37.6880455,Invest,QLD,1548987.743,403004.6392
1/17/2024,37.24523926,Invest,QLD,1530788.3,398269.6372
1/18/2024,38.3099556,Invest,QLD,1574548.398,409654.829
1/19/2024,39.7975769,Invest,QLD,1635689.991,425562.2149
1/22/2024,39.89708328,Invest,QLD,1639779.728,426626.2534
1/23/2024,40.21550369,Invest,QLD,1652866.883,430031.1767
1/24/2024,40.64337921,Invest,QLD,1670452.67,434606.5219
1/25/2024,40.72298431,Invest,QLD,1673724.459,435457.7527
1/26/2024,40.22545242,Invest,QLD,1653275.778,430137.5601
1/29/2024,41.06130981,Invest,QLD,1687629.718,439075.5245
1/30/2024,40.48914719,Invest,QLD,1664113.697,432957.2929
1/31/2024,38.90699387,Invest,QLD,1599086.814,416039.0601
2/1/2024,39.83240891,Invest,QLD,1637121.595,425934.6795
2/2/2024,41.16579437,Invest,QLD,1691924.059,440192.7955
2/5/2024,41.0165329,Invest,QLD,1685789.376,438596.7174
2/6/2024,40.86727524,Invest,QLD,1679654.851,437000.68
2/7/2024,41.68819809,Invest,QLD,1713394.977,445778.9468
2/8/2024,41.82252884,Invest,QLD,1718916.004,447215.3682
2/9/2024,42.62853622,Invest,QLD,1752043.101,455834.1413
2/12/2024,42.28026581,Invest,QLD,1737729.103,452110.0269
2/13/2024,40.95185089,Invest,QLD,1683130.93,437905.0617
2/14/2024,41.85238647,Invest,QLD,1720143.159,447534.6409
2/15/2024,42.06135178,Invest,QLD,1728731.684,449769.1422
2/16/2024,41.30012894,Invest,QLD,1697445.242,441629.2578
2/20/2024,40.66826248,Invest,QLD,1671475.378,434872.6029
2/21/2024,40.32993698,Invest,QLD,1657570.119,431254.8312
2/22/2024,42.68325806,Invest,QLD,1754292.182,456419.2912
2/23/2024,42.40961838,Invest,QLD,1743045.525,453493.2158
2/26/2024,42.3598671,Invest,QLD,1741000.735,452961.217
2/27/2024,42.56385422,Invest,QLD,1749384.655,455142.4857
2/28/2024,42.08124924,Invest,QLD,1729549.474,449981.9091
2/29/2024,42.80765152,Invest,QLD,1759404.783,457749.4515
3/1/2024,44.0862999,Invest,QLD,1811957.539,471422.2547
3/4/2024,43.72807693,Invest,QLD,1797234.489,467591.7159
3/5/2024,42.17080307,Invest,QLD,1733230.158,450939.5234
3/6/2024,42.68824768,Invest,QLD,1754497.256,456472.646
3/7/2024,43.97187424,Invest,QLD,1807254.617,470198.6817
3/8/2024,42.66833496,Invest,QLD,1753678.839,456259.7159
3/11/2024,42.34494019,Invest,QLD,1740387.236,452801.601
3/12/2024,43.57384109,Invest,QLD,1790895.359,465942.446
3/13/2024,42.86735153,Invest,QLD,1761858.468,458387.8338
3/14/2024,42.64346313,Invest,QLD,1752656.601,455993.7573
3/15/2024,41.61356735,Invest,QLD,1710327.636,444980.9077
3/18/2024,42.39967346,Invest,QLD,1742636.786,453386.8731
3/19/2024,42.59868622,Invest,QLD,1750816.259,455514.9502
3/20/2024,43.61181259,Invest,QLD,1792455.996,466348.4817
3/21/2024,43.99017334,Invest,QLD,1808006.714,470394.3571
3/22/2024,44.06485748,Invest,QLD,1811076.251,471192.9672
3/25/2024,43.75618744,Invest,QLD,1798389.838,467892.3063
3/26/2024,43.47240829,Invest,QLD,1786726.446,464857.8079
3/27/2024,43.76116943,Invest,QLD,1798594.599,467945.5796
3/28/2024,43.55207062,Invest,QLD,1790000.587,465709.6507
4/1/2024,43.75618744,Invest,QLD,1798389.838,467892.3063
4/2/2024,42.97953796,Invest,QLD,1766469.357,459587.4622
4/3/2024,43.1487999,Invest,QLD,1773426.063,461397.4087
4/4/2024,41.80461502,Invest,QLD,1718179.741,447023.8127
4/5/2024,42.80030823,Invest,QLD,1759102.972,457670.9284
4/8/2024,42.82519913,Invest,QLD,1760125.994,457937.091
4/9/2024,43.12391281,Invest,QLD,1772403.198,461131.2869
4/10/2024,42.33730698,Invest,QLD,1740073.509,452719.9778
4/11/2024,43.70640564,Invest,QLD,1796343.794,467359.9811
4/12/2024,42.29250336,Invest,QLD,1738232.07,452240.8851
4/15/2024,40.88358307,Invest,QLD,1680325.106,437175.0624
4/16/2024,40.88358307,Invest,QLD,1680325.106,437175.0624
4/17/2024,39.88290024,Invest,QLD,1639196.801,426474.5918
4/18/2024,39.39500427,Invest,QLD,1619144.159,421257.4377
4/19/2024,37.77698517,Invest,QLD,1552643.185,403955.6861
4/22/2024,38.5187912,Invest,QLD,1583131.591,411887.9433
4/23/2024,39.67380524,Invest,QLD,1630602.946,424238.7036
4/24/2024,39.93268967,Invest,QLD,1641243.159,427006.9986
4/25/2024,39.50951385,Invest,QLD,1623850.531,422481.908
4/26/2024,40.73920822,Invest,QLD,1674391.265,435631.2377
4/29/2024,41.05284882,Invest,QLD,1687281.97,438985.0497
4/30/2024,39.48960114,Invest,QLD,1623032.114,422268.9781
5/1/2024,38.90711594,Invest,QLD,1599091.832,416040.3654
5/2/2024,39.88788223,Invest,QLD,1639401.562,426527.8651
5/3/2024,41.48100281,Invest,QLD,1704879.202,443563.3726
5/6/2024,42.40700912,Invest,QLD,1742938.284,453465.3146
5/7/2024,42.38709641,Invest,QLD,1742119.867,453252.3846
5/8/2024,42.34228897,Invest,QLD,1740278.27,452773.2511
5/9/2024,42.49662399,Invest,QLD,1746621.477,454423.5815
5/10/2024,42.70074463,Invest,QLD,1755010.884,456606.278
5/13/2024,42.88991928,Invest,QLD,1762786.008,458629.1545
5/14/2024,43.4226265,Invest,QLD,1784680.403,464325.4828
5/15/2024,44.75687027,Invest,QLD,1839518.143,478592.7769
5/16/2024,44.57266235,Invest,QLD,1831947.153,476623.0105
5/17/2024,44.52786255,Invest,QLD,1830105.87,476143.9587
5/20/2024,45.13524246,Invest,QLD,1855069.331,482638.7747
5/21/2024,45.28956985,Invest,QLD,1861412.224,484289.0236
5/22/2024,45.27463531,Invest,QLD,1860798.411,484129.326
5/23/2024,44.83652496,Invest,QLD,1842791.97,479444.538
5/24/2024,45.68287277,Invest,QLD,1877577.068,488494.6781
5/28/2024,46.00647736,Invest,QLD,1890877.295,491955.0367
5/29/2024,45.35926437,Invest,QLD,1864276.685,485034.2788
5/30/2024,44.36855316,Invest,QLD,1823558.216,474440.4365
5/31/2024,44.36855316,Invest,QLD,1823558.216,474440.4365
6/3/2024,44.65232086,Invest,QLD,1835221.137,477474.8124
6/4/2024,44.87635803,Invest,QLD,1844429.118,479870.4797
6/5/2024,46.68853378,Invest,QLD,1918909.978,499248.3813
6/6/2024,46.64870453,Invest,QLD,1917272.986,498822.4804
6/7/2024,46.53917313,Invest,QLD,1912771.219,497651.2426
6/10/2024,46.90759277,Invest,QLD,1927913.355,501590.8161
6/11/2024,47.52990723,Invest,QLD,1953490.629,508245.3297
6/12/2024,48.77951431,Invest,QLD,2004849.781,521607.5894
6/13/2024,49.28233719,Invest,QLD,2025515.923,526984.3594
6/14/2024,49.77024078,Invest,QLD,2045568.878,532201.595
6/17/2024,50.98001862,Invest,QLD,2095291.038,545137.9539
6/18/2024,50.99495697,Invest,QLD,2095905.008,545297.6922
6/20/2024,50.18345261,Invest,QLD,2062551.983,536620.1389
6/21/2024,49.88473511,Invest,QLD,2050274.622,533425.9022
6/24/2024,48.76457977,Invest,QLD,2004235.968,521447.8919
6/25/2024,49.87478638,Invest,QLD,2049865.727,533319.5187
6/26/2024,50.07712555,Invest,QLD,2058181.916,535483.1657
6/27/2024,50.30638123,Invest,QLD,2067604.379,537934.6354
6/28/2024,49.74320984,Invest,QLD,2044457.9,531912.5486
7/1/2024,50.35123444,Invest,QLD,2069447.857,538414.2584
7/2/2024,51.39284515,Invest,QLD,2112258.308,549552.3777
7/3/2024,52.22514725,Invest,QLD,2146466.125,558452.3247
7/5/2024,53.28668594,Invest,QLD,2190095.62,569803.5373
7/8/2024,53.55082703,Invest,QLD,2200951.883,572628.0426
7/9/2024,53.60564804,Invest,QLD,2203205.039,573214.2529
7/10/2024,54.73696899,Invest,QLD,2249702.603,585311.659
7/11/2024,52.29990387,Invest,QLD,2149538.64,559251.7099
7/12/2024,52.89296341,Invest,QLD,2173913.53,565593.3957
7/15/2024,53.18701172,Invest,QLD,2185998.986,568737.704
7/16/2024,53.21691513,Invest,QLD,2187228.023,569057.4662
7/17/2024,50.08211136,Invest,QLD,2058386.834,535536.4798
7/18/2024,49.5887146,Invest,QLD,2038108.108,530260.5049
7/19/2024,48.68664932,Invest,QLD,2001033.008,520614.5684
7/22/2024,50.11201096,Invest,QLD,2059615.714,535856.2013
7/23/2024,49.76813126,Invest,QLD,2045482.176,532179.0375
7/24/2024,46.16983032,Invest,QLD,1897591.141,493701.7975
7/25/2024,45.15812302,Invest,QLD,1856009.727,482883.4404
7/26/2024,46.07015991,Invest,QLD,1893494.663,492636.005
7/29/2024,46.20970917,Invest,QLD,1899230.171,494128.2288
7/30/2024,44.93385696,Invest,QLD,1846792.338,480485.3255
7/31/2024,47.60018539,Invest,QLD,1956379.079,508996.826
8/1/2024,45.29767227,Invest,QLD,1861745.235,484375.6641
8/2/2024,43.10978699,Invest,QLD,1771822.623,460980.2371
8/5/2024,40.61290359,Invest,QLD,1669200.115,434280.641
8/6/2024,41.31562805,Invest,QLD,1698082.259,441794.9924
8/7/2024,40.39860535,Invest,QLD,1660392.405,431989.1137
8/8/2024,42.88053513,Invest,QLD,1762400.317,458528.8082
8/9/2024,43.31412888,Invest,QLD,1780221.124,463165.2995
8/12/2024,43.47360611,Invest,QLD,1786775.677,464870.6164
